random_forest,xgboost,svm,mlp
0.6068417929432742,0.6120149459260711,0.5245824141191301,0.6302430700476713
0.5998784791725227,0.6039045664006268,0.5067674040255195,0.6051893368313159
0.6132997163567602,0.614458139198133,0.5170455674710324,0.609915304526083
0.6121185793420272,0.6161219523967713,0.5136157272936346,0.6307938887516574
0.6126921122193735,0.6053156844206324,0.5133289608549615,0.6378139879558096
0.6172576610647836,0.608011572871327,0.5036584015468353,0.6244268220316125
0.5948884592124428,0.6026197959699378,0.5006530324841071,0.6047421515432861
0.6105470424726649,0.6215364434715207,0.5124573044522619,0.6156974812821014
0.6141259444127393,0.6239682796569025,0.5190302183683841,0.6055910937726254
0.5975957047498176,0.5951865827377961,0.5049431719775244,0.5892212729590605
0.60873416751135,0.636666922201117,0.5120441904242723,0.6131620116807637
0.6224080998742202,0.6155824907794653,0.5147627930483273,0.6313901358023639
0.6216968623208774,0.624839936059602,0.512468661538942,0.6207102154155417
0.620113968364835,0.6229816327515665,0.5077881221908955,0.6214214529688844
0.6156861241954215,0.6247022313836055,0.5019264458281162,0.6273981198343002
0.5877760836790147,0.591354985619089,0.5075013557522224,0.6051666226579557
0.6220872621755067,0.6202516730408316,0.5150382024003203,0.6402003957944709
0.6063946076552443,0.611831812903354,0.5009511560094605,0.6106961042353416
0.5936150458684338,0.6157315525421418,0.5047827531281676,0.6351067424184349
0.6079661445246065,0.5980201758644873,0.5154740306016701,0.6118545270767143
0.6129788786580467,0.6262624111662877,0.5161739110683328,0.6207102154155417
0.6230852661675227,0.6278225909489697,0.4986570245000752,0.6356575611224209
0.6038704951405865,0.5919398755831154,0.5163343299176896,0.5984787182391973
0.5951979398244763,0.6012086779499323,0.5099104777642439,0.6071739877286679
0.6176367038327328,0.6200912541914748,0.5176191003483785,0.6193913737248121
0.6045590185205691,0.6057174413619418,0.5161852681550129,0.6087114533379897
0.6078511540219702,0.6144013537647323,0.5137534319696312,0.6146994772900856
0.5904492579563491,0.5940508740697836,0.5113443099576097,0.615284367254112
0.5984446469791569,0.5879365025283714,0.5154740306016701,0.6128525310687303
0.615548419519425,0.6123017123647442,0.5267274838658387,0.6258492971382981
0.596448638995125,0.6061419124766115,0.5116310763962828,0.6158465430447781
0.6191386785461793,0.6257343066356619,0.5096237113255707,0.6197576397702461
0.5954392779164289,0.6064400360019648,0.5070655275508726,0.6062909742392881
0.6048344278725621,0.6142750061754159,0.503360278021482,0.6219836287595506
0.6092622720419758,0.6092963433020162,0.5053562860055139,0.6367932697904333
0.6087455245980301,0.6153184385141524,0.5183076237283613,0.6112000749567721
0.6227984997288496,0.6166841281874373,0.5060788806455367,0.6287978807676254
0.6068531500299543,0.6007387784885421,0.5109084817562599,0.6161333094834514
0.6226380808794928,0.610282990207352,0.5027981022308157,0.6187028503448295
0.6088491580139863,0.6033196764366004,0.5073636510762259,0.6100189379420391
0.6263660445822438,0.6338106149010656,0.5160362063923362,0.6460734292439303
0.6132656450967198,0.6081379204606434,0.513466665530958,0.6151353054914354
0.6122903552780641,0.5990636082032237,0.5002285613694375,0.6111887178700919
0.6285111143289523,0.6362424510864473,0.506469280500166,0.6238305749809059
0.6184160839061564,0.6264228300156444,0.5160362063923362,0.6305525506597047
0.6068531500299543,0.6134260639460765,0.5094746495628941,0.6118885983367547
0.5857346473482622,0.6004292978765087,0.517194629233709,0.623383389692876
0.6176707750927732,0.6201026112781549,0.5143383219336576,0.6142636490887357
0.6230966232542029,0.6376535691064529,0.5168965057083558,0.631665545154357
0.6152389389073916,0.6252416930009113,0.5103349488789136,0.6278112338622897
0.5987200563311499,0.6018744871565546,0.5213243498777693,0.6132883592700801
0.5884646070589972,0.6025970817965776,0.5036584015468353,0.6309543076010142
0.6142636490887357,0.6220063429329109,0.5274387214191815,0.6351180995051151
0.5957374014417822,0.6047421515432861,0.5089124737722279,0.6084701152460371
0.6146881202034054,0.6127148263927338,0.5083389408948816,0.6091699957126998
0.6116827511406774,0.6099962237686789,0.5174586814990219,0.6151353054914354
0.6012895971925282,0.6007614926619024,0.5163116157443293,0.5947734687098066
0.6124280599540606,0.610730175495382,0.5271519549805084,0.621834566996874
0.6133919926860362,0.6045817326939295,0.5027981022308157,0.6161219523967713
