random_forest,xgboost,svm,mlp
0.5994085797111325,0.6352785183544718,0.5721033040604423,0.6306788982490212
0.596265505972408,0.6107983180154627,0.5775760002044276,0.6224421711342607
0.5994312938844928,0.6088023100314308,0.551684681845413,0.6090663622967437
0.603377881505836,0.6141827298461399,0.5642924676961866,0.6279489385382861
0.5798729709854828,0.6148016910702068,0.5444913870693889,0.6215705147315611
0.6116827511406774,0.6348881184998424,0.5575804294682328,0.6407966428451773
0.6051211943112353,0.6238646462409463,0.5310360786251112,0.6217082194075576
0.6055456654259049,0.624025065090303,0.5835753812432034,0.6271227104823072
0.6149294582953581,0.6175089366075813,0.5550108886068545,0.5879592167017317
0.5804692180361894,0.5696161020774951,0.5639588532749579,0.6051893368313159
0.6056947271885815,0.6136319111421538,0.5670905699270024,0.610190713878076
0.6136787591247093,0.6170503942328714,0.5731013080524583,0.6369764028131504
0.6162596570727676,0.615192090924836,0.5674227647123959,0.6308506741850581
0.5979861046044468,0.61464127222085,0.5447667964213819,0.6225798758102572
0.6110865040899709,0.6105115515767895,0.5559975355121904,0.6305525506597047
0.5900247868416794,0.5936945454751947,0.540040828726615,0.6138732492341065
0.6087923725805856,0.6190236880435431,0.5615724454362967,0.6550327509987138
0.5976652669057334,0.6179916127914866,0.5547482559773766,0.6138505350607462
0.6079661445246065,0.6263305536863684,0.582715081927184,0.6362538081731275
0.6130711549873227,0.6067835878740385,0.5862017075379824,0.6003256644605526
0.6163973617487642,0.609100433556784,0.6130456015422924,0.6184387980795166
0.6120845080819868,0.6138846063207866,0.5898388145472924,0.6512011538800067
0.6045590185205691,0.5958736864819436,0.5569955395042063,0.5968035479538789
0.5961505154697717,0.6140677393435037,0.5476344608081135,0.6133337876168006
0.5869967036055912,0.6100757233754398,0.5847678753446166,0.6259529305542542
0.6020931110751471,0.6179220506355709,0.5554126455481639,0.6168559041234742
0.6096640289832853,0.5996825694272905,0.5434933830773729,0.6192990973955361
0.5979747475177668,0.6287396756983898,0.5729181750297414,0.6238532891542661
0.5970221718724713,0.5928228890724951,0.5504339826747643,0.6221667617822676
0.6250699170648746,0.6267663818877182,0.555871187922874,0.6201821108849159
0.6036760050311893,0.6122207931221483,0.5391351010638752,0.6171767418221877
0.6054306749232686,0.6052574793513968,0.5747310499910563,0.6298753843664023
0.5890154257629833,0.5996598552539303,0.5741915883737503,0.6108905943447387
0.6034119527658766,0.6079533678020914,0.5457307291533575,0.6042140470126603
0.610099857184635,0.6348654043264822,0.5622609688162792,0.6345445666277687
0.6111319324366914,0.6140790964301838,0.545409891454644,0.6082401342407646
0.5954052066563885,0.6228666422489303,0.5614929458295358,0.6336615531383889
0.6021044681618271,0.6122207931221483,0.5515242629960562,0.6174521511741808
0.6089641485166225,0.641840075183914,0.5546673367347807,0.6144467821114528
0.6134956261019923,0.5940963024165041,0.5683299120109709,0.6204234489768684
0.6195063642274483,0.6401535478119152,0.5721728662163582,0.6533462236267151
0.6009801165804948,0.615203448011516,0.5420936221440477,0.6191613927195396
0.592181213675068,0.6133792159635212,0.5644060385629879,0.612920673588811
0.6187951266741056,0.6302998554810721,0.5802023264992064,0.629118718466339
0.6061191983032512,0.6293245656624162,0.5707844623697129,0.6300017319557187
0.6034119527658766,0.6130697353514877,0.5955287149740349,0.614733548550126
0.600819697731138,0.6072080589887082,0.551948734110726,0.6276735291862932
0.6115223322913206,0.6112000749567721,0.5633398920508911,0.6466469621212766
0.6112355658526475,0.6336033480691533,0.5548845410175381,0.6304148459837082
0.6164896380780402,0.6372858834251839,0.5541733034641954,0.6198612731862022
0.6056606559285413,0.6126111929767775,0.5587402719454405,0.617291732324824
0.6163292192286834,0.6227516517462941,0.5616533646788925,0.6215478005582008
0.6049721325485586,0.6011050445339762,0.5471418471733631,0.6270077199796708
0.5996726319764454,0.6214668813156049,0.54139516131322,0.6247022313836055
0.6077020922592936,0.6334656433931568,0.5643151818695468,0.611464127222085
0.6158011146980577,0.6367350647211978,0.5721033040604423,0.6238419320675861
0.5901511344309958,0.604099056510024,0.5643024051470317,0.6067722307873584
0.6155257053460645,0.6112114320434522,0.5712671385536183,0.6362424510864473
0.6055229512525446,0.6247363026436459,0.5528203905134256,0.6212610341195277
0.5854705950829493,0.6096739664341304,0.5583725862641715,0.6050629892419996
0.6031138292405231,0.6321468017024272,0.5492755598333916,0.6269963628929907
0.6034005956791965,0.6143431486954966,0.5407747804533181,0.6289582996169822
0.6041459044925795,0.6193331686555764,0.5470268566707268,0.6302657842210316
0.5908396578109784,0.6133337876168006,0.5510188726387907,0.6115791177247213
0.6021044681618271,0.6297149655170455,0.5518678148681301,0.6275244674236166
0.5880060646842872,0.6154447861034688,0.5301644222224116,0.6056024508593055
0.6079434303512463,0.606095064494056,0.5346490518252258,0.6353935088571079
0.5946939691030457,0.6217536477542781,0.5450081345133346,0.6174294370008205
0.6068077216832337,0.6240137080036229,0.5686393926230043,0.6183010934035201
0.6062341888058875,0.6308393170983779,0.5514433437534604,0.6372518121651435
0.6024025916871805,0.6083324105700406,0.5562956590375437,0.6093304145620566
0.6028611340618903,0.6112227891301323,0.5666547417256526,0.6269963628929907
0.6122449269313436,0.6149280386595231,0.556870611550725,0.6345332095410885
0.601266883019168,0.5948075399698469,0.5685939642762838,0.6165918518581613
0.5992481608617757,0.6006692163326264,0.5616533646788925,0.6211346865302113
0.6220872621755067,0.6221894759556279,0.5563652211934595,0.6151580196647957
0.582993330550847,0.6093417716487367,0.5513056390774639,0.6120263030127512
0.6326181207996525,0.6355425706197846,0.5610798318015463,0.6378026308691294
0.589898439252363,0.5902874194711573,0.5761762392711022,0.6088945863607067
0.5897380204030063,0.6334656433931568,0.5772665195923942,0.6268473011303141
0.5982842281298002,0.6178879793755306,0.5427140030039495,0.621834566996874
0.58417446756558,0.5835654437923583,0.5585897905469289,0.6010709732739358
0.6001311743511555,0.5959659628112197,0.5554240026348441,0.6145731297007692
0.5915736095376813,0.606095064494056,0.5609761983855902,0.6155824907794653
0.610375266536628,0.6084928294193973,0.5709675953924299,0.6286942473516693
0.5932828510830401,0.6183124504902003,0.5438724258453221,0.6117622507474383
0.6122222127579833,0.6304602743304288,0.5585897905469289,0.6388233490345057
0.6106733900619813,0.6502712924080714,0.5529112472068665,0.6382611732438395
0.6208138488314978,0.6257570208090221,0.536026098585191,0.620285744300872
0.6106620329753012,0.6308620312717382,0.5860412886886256,0.6305184793996644
0.6189441884367821,0.6312865023864078,0.5304511886610845,0.6161560236568115
0.610099857184635,0.6106378991661059,0.5906295517073961,0.6361047464104508
0.6006933501418216,0.6281661428210435,0.5147585341408222,0.6232911133636
0.6099394383352782,0.6372858834251839,0.5847451611712563,0.6232683991902398
0.6273526914875796,0.6286019710223933,0.6007487159393873,0.6344068619517722
0.6099621525086385,0.6291527897263793,0.5847678753446166,0.6388119919478256
0.6098017336592817,0.6268473011303141,0.555044959866895,0.6272377009849432
0.612107222255347,0.6077929489527346,0.5640738437775942,0.5992126699659004
